source_img,file_name,text,sample
106.jpeg,106_26.jpeg,Анна Иванова Соко,val
53.jpeg,53_30.jpeg,ревизiи ревизiи Мещанки,val
37.jpeg,37_21.jpeg,№ 9 №10,val
210.jpeg,210_1.jpeg,Тисяча восемь сотъ Шестьдесятъ де,val
25.jpeg,25_6.jpeg,Во времен Ныне,val
29.jpeg,29_11.jpeg,С которого ле,val
43.jpeg,43_2.jpeg,38,val
57.jpeg,57_19.jpeg,выбыло,val
33.jpeg,33_7.jpeg,ревизiи состо,val
65.jpeg,65_1.jpeg,Ревизская сказка,val
77.jpeg,77_44.jpeg,ринбургскiй мещанинъ Мелетiй Василiевъ Смородинцовъ руку приложилъ,val
6.jpeg,6_27.jpeg,2 1/2,val
81.jpeg,81_29.jpeg,ревизiи ревизiи,val
37.jpeg,37_46.jpeg,48,val
49.jpeg,49_39.jpeg,ной Палаты,val
62.jpeg,62_4.jpeg,та Иванова Третьякова о состоящихъ,val
9.jpeg,9_51.jpeg,Фадея Софронова жена Татьяна,val
63.jpeg,63_24.jpeg,Лета,val
41.jpeg,41_0.jpeg,177 Михайло,val
20.jpeg,20_0.jpeg,умеръ,val
35.jpeg,35_5.jpeg,Семьи,val
77.jpeg,77_12.jpeg,на,val
81.jpeg,81_42.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна и въ,val
80.jpeg,80_2.jpeg,года сентября четветого дня Пермской,val
79.jpeg,79_35.jpeg,Притыкинъ,val
31.jpeg,31_5.jpeg,во времен,val
79.jpeg,79_16.jpeg,№,val
12.jpeg,12_72.jpeg,Афанасья 2 въ рекруты 21,val
32.jpeg,32_3.jpeg,Орловского округа Кашаровской волости городского,val
75.jpeg,75_12.jpeg,и после оной Числа,val
12.jpeg,12_31.jpeg,под судомъ и подъ изъ семействаа или наймомъ,val
77.jpeg,77_23.jpeg,№10,val
61.jpeg,61_29.jpeg,реви реви Мещанки,val
34.jpeg,34_12.jpeg,1863 году Хрисан,val
79.jpeg,79_18.jpeg,прибыло,val
5.jpeg,5_46.jpeg,8 1/2,val
51.jpeg,51_44.jpeg,сыновей Екате,val
5.jpeg,5_31.jpeg,женьщины.,val
31.jpeg,31_34.jpeg,Сидоръ,val
19.jpeg,19_26.jpeg,Ревизская сказка,val
87.jpeg,87_10.jpeg,ревизiи состо,val
67.jpeg,67_65.jpeg,души и женскаго пола три къ девятнадцатому Iюня тысяча восемьсотъ,val
19.jpeg,19_0.jpeg,Ревизская сказка,val
37.jpeg,37_60.jpeg,25,val
12.jpeg,12_43.jpeg,а также не поступилъ ли кто нумеръ въ,val
19.jpeg,19_1.jpeg,1858 году марта 31 дня Пермской гу,val
18.jpeg,18_4.jpeg,ноуфимского уезда,val
19.jpeg,19_14.jpeg,ле,val
91.jpeg,91_24.jpeg,лицо,val
24.jpeg,24_2.jpeg,21,val
63.jpeg,63_15.jpeg,лица,val
57.jpeg,57_9.jpeg,Во времен Ныне,val
77.jpeg,77_16.jpeg,лицо,val
59.jpeg,59_24.jpeg,реви реви,val
87.jpeg,87_27.jpeg,Мещанки,val
9.jpeg,9_11.jpeg,Ны,val
91.jpeg,91_54.jpeg,Иванова,val
177.jpeg,177_3.jpeg,Губернии Екатеринбургскаго Мещанина,val
15.jpeg,15_25.jpeg,ревизiи ревизiи Крестьянки времени Лета,val
86.jpeg,86_10.jpeg,прибыло,val
12.jpeg,12_69.jpeg,Марья,val
47.jpeg,47_19.jpeg,27,val
15.jpeg,15_38.jpeg,Его дочь Алла,val
77.jpeg,77_38.jpeg,года за №708,val
53.jpeg,53_21.jpeg,лучке лицо,val
5.jpeg,5_20.jpeg,Женскiй полъ,val
21.jpeg,21_2.jpeg,красноуфимского уезда Иргинского,val
93.jpeg,93_59.jpeg,цы Екатеринбургской мещанки въдовы Ольги Ивановой Пупковой Побезъграмотсву,val
65.jpeg,65_19.jpeg,Съ которого,val
38.jpeg,38_5.jpeg,Семьи,val
65.jpeg,65_22.jpeg,Мещане Лета,val
11.jpeg,11_29.jpeg,19,val
40.jpeg,40_0.jpeg,Ела,val
45.jpeg,45_16.jpeg,Марiя Козмина,val
24.jpeg,24_26.jpeg,ревизiи,val
92.jpeg,92_8.jpeg,въ 2 части города,val
41.jpeg,41_10.jpeg,25,val
57.jpeg,57_46.jpeg,сыновей Ека,val
71.jpeg,71_52.jpeg,крестьянъ Ми,val
37.jpeg,37_0.jpeg,1858 года февраля 12 дня Вятской губернiи Ека,val
2.jpeg,2_2.jpeg,Пермской Губернiи Екатеринбургского,val
224.jpeg,224_5.jpeg,душах на лицо,val
4.jpeg,4_2.jpeg,Пермской Губернiи Красноуфимского,val
69.jpeg,69_42.jpeg,за №6630 изъ,val
50.jpeg,50_1.jpeg,Тысяча восемьсотъ шестьдесятъ седьмого,val
75.jpeg,75_22.jpeg,Когда,val
24.jpeg,24_16.jpeg,Женскiй полъ,val
12.jpeg,12_20.jpeg,призванiя мужескаго пола,val
72.jpeg,72_6.jpeg,въдовы Екатерины Алексеевой Марковой,val
45.jpeg,45_3.jpeg,Ныне,val
31.jpeg,31_53.jpeg,34,val
61.jpeg,61_33.jpeg,Владимiръ Алексее Причисленъ,val
35.jpeg,35_30.jpeg,Хрисанфа жена Марфа Елизарова,val
9.jpeg,9_15.jpeg,состояло числа,val
77.jpeg,77_8.jpeg,Семьи,val
9.jpeg,9_7.jpeg,Общества Походильской деревни,val
91.jpeg,91_56.jpeg,изъ государ,val
12.jpeg,12_44.jpeg,подлежащихъ,val
20.jpeg,20_38.jpeg,дочери Афанасья,val
23.jpeg,23_29.jpeg,умеръ въ,val
15.jpeg,15_37.jpeg,Сергеева,val
53.jpeg,53_50.jpeg,мещанина Ефима Федорова Вепрева по безграмотству его личной прозьбе  руку приложилъ,val
5.jpeg,5_29.jpeg,Лета,val
67.jpeg,67_37.jpeg,Причисленъ,val
83.jpeg,83_30.jpeg,именно,val
7.jpeg,7_47.jpeg,Фадея сынъ Алексей въ 1858,val
17.jpeg,17_8.jpeg,вавшихъ сначала ревизiи зывныхъ и жеребьевыхъ спис,val
92.jpeg,92_2.jpeg,года октября десятого дня Пермской губер,val
12.jpeg,12_4.jpeg,женъ,val
93.jpeg,93_5.jpeg,Екатеринбурга,val
37.jpeg,37_19.jpeg,чке,val
28.jpeg,28_2.jpeg,1858 года марта 31 дня Перм,val
75.jpeg,75_19.jpeg,отлучке,val
84.jpeg,84_4.jpeg,нина Матвея Афанасьева Пшеницына о,val
27.jpeg,27_35.jpeg,Копiя,val
11.jpeg,11_36.jpeg,Вятской губернiи Орловского уезда,val
17.jpeg,17_71.jpeg,подлежащiе,val
91.jpeg,91_32.jpeg,№10,val
31.jpeg,31_25.jpeg,времени лета,val
17.jpeg,17_33.jpeg,было,val
65.jpeg,65_46.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна и женскаго,val
17.jpeg,17_50.jpeg,въ рекруты какое именно,val
20.jpeg,20_39.jpeg,17 24,val
37.jpeg,37_14.jpeg,ной отлу на ли,val
3.jpeg,3_6.jpeg,но Отлу,val
57.jpeg,57_31.jpeg,Лета,val
28.jpeg,28_14.jpeg,Семьи Женскiй полъ,val
145.jpeg,145_1.jpeg,Тысяча восемьсотъ шестьдесятъ восьмого года,val
224.jpeg,224_4.jpeg,Анисифора Карпова Кабалова о состоящихъ,val
61.jpeg,61_35.jpeg,19,val
12.jpeg,12_86.jpeg,20,val
5.jpeg,5_49.jpeg,15 1/2,val
37.jpeg,37_34.jpeg,179 177 Максимъ Васильевъ,val
81.jpeg,81_18.jpeg,№9 №10,val
87.jpeg,87_21.jpeg,Когда,val
83.jpeg,83_29.jpeg,ревизiи ревизiи,val
24.jpeg,24_61.jpeg,Федора Исакова дочь Елена,val
86.jpeg,86_4.jpeg,изъ того ныне,val
33.jpeg,33_18.jpeg,крестьяне,val
31.jpeg,31_7.jpeg,ной отлуч ныне,val
85.jpeg,85_25.jpeg,отъ 6 марта,val
91.jpeg,91_17.jpeg,ной от,val
79.jpeg,79_45.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола два,val
72.jpeg,72_7.jpeg,О состоящихъ душахъ налицо,val
29.jpeg,29_5.jpeg,во времен ныне,val
93.jpeg,93_0.jpeg,Ревизской Сказке,val
25.jpeg,25_14.jpeg,595,val
37.jpeg,37_55.jpeg,5,val
24.jpeg,24_40.jpeg,29 1/2,val
23.jpeg,23_14.jpeg,лицо,val
43.jpeg,43_7.jpeg,родив,val
93.jpeg,93_45.jpeg,Её дочь Парасковья,val
93.jpeg,93_12.jpeg,и после оной,val
31.jpeg,31_37.jpeg,18,val
29.jpeg,29_9.jpeg,на,val
47.jpeg,47_17.jpeg,Алберта Данилова жена,val
24.jpeg,24_27.jpeg,Съ которого,val
77.jpeg,77_41.jpeg,Итого мужеска пола одна душа,val
67.jpeg,67_2.jpeg,1867 года Iюня 19 дня Пермской губернiи,val
64.jpeg,64_5.jpeg,Жительство имею,val
86.jpeg,86_42.jpeg,Сентября двадцать девятого дня Пермской,val
9.jpeg,9_18.jpeg,ной отлу на ли,val
73.jpeg,73_7.jpeg,во временной Ныне,val
35.jpeg,35_4.jpeg,во време,val
20.jpeg,20_9.jpeg,по послед,val
53.jpeg,53_40.jpeg,ной палаты,val
7.jpeg,7_23.jpeg,ке,val
43.jpeg,43_4.jpeg,день,val
85.jpeg,85_18.jpeg,Лета,val
28.jpeg,28_30.jpeg,146 149,val
34.jpeg,34_14.jpeg,Его дочь Пелагея,val
13.jpeg,13_4.jpeg,Семьи,val
358.jpeg,358_9.jpeg,Семьи,val
24.jpeg,24_3.jpeg,1858 года марта 31 дня Пермской губернiи Красно,val
2.jpeg,2_1.jpeg,Ревизская Сказка,val
15.jpeg,15_26.jpeg,235 220 Яковъ Яфимовъ,val
87.jpeg,87_25.jpeg,Лета,val
31.jpeg,31_63.jpeg,16,val
53.jpeg,53_27.jpeg,Лета,val
5.jpeg,5_13.jpeg,Семьи,val
57.jpeg,57_2.jpeg,Екатеринбурга,val
31.jpeg,31_41.jpeg,Григорiй,val
59.jpeg,59_17.jpeg,выбыло,val
85.jpeg,85_6.jpeg,и после оной,val
55.jpeg,55_27.jpeg,именно,val
15.jpeg,15_49.jpeg,сданъ въ ре,val
63.jpeg,63_4.jpeg,1867 года Iюня 19 дня Пермской губернiи города,val
77.jpeg,77_30.jpeg,мени,val
11.jpeg,11_19.jpeg,Лета,val
24.jpeg,24_20.jpeg,ло,val
12.jpeg,12_55.jpeg,Его дочь Агафья 14,val
7.jpeg,7_27.jpeg,№9 №10,val
15.jpeg,15_4.jpeg,губернiиЕкатеринбургского уезда Логиновс,val
19.jpeg,19_20.jpeg,въ 1855 г,val
93.jpeg,93_60.jpeg,и личной просбы Екатеринбургский мещанинъ Руку приложилъ Сергей Егоровъ,val
61.jpeg,61_4.jpeg,Екатеринбурга,val
69.jpeg,69_44.jpeg,23,val
13.jpeg,13_23.jpeg,6,val
79.jpeg,79_13.jpeg,тояло и пос,val
16.jpeg,16_0.jpeg,семейный Рекрутский,val
15.jpeg,15_47.jpeg,сынъ Антон новор 1853,val
15.jpeg,15_40.jpeg,Михайлу сынъ,val
20.jpeg,20_5.jpeg,бернiи Красноуфимского уезда,val
358.jpeg,358_27.jpeg,лета,val
91.jpeg,91_34.jpeg,ревиз Мещанки,val
83.jpeg,83_38.jpeg,Гороховъ,val
7.jpeg,7_38.jpeg,407 359 Калистратъ Софроновъ Степановъ 33,val
20.jpeg,20_28.jpeg,46 Артемья Тимофеева,val
17.jpeg,17_67.jpeg,Татьяна,val
51.jpeg,51_2.jpeg,1867 года мая 2 дня Пермской губернiи города,val
59.jpeg,59_14.jpeg,на,val
27.jpeg,27_29.jpeg,Михаилъ,val
71.jpeg,71_37.jpeg,времени Лета,val
59.jpeg,59_32.jpeg,именно,val
5.jpeg,5_47.jpeg,Автономъ,train
49.jpeg,49_1.jpeg,Ревизская Сказка,val
63.jpeg,63_26.jpeg,ревизiи ревизiи,val
75.jpeg,75_42.jpeg,№4413,val
61.jpeg,61_9.jpeg,ревизiи состо,val
57.jpeg,57_35.jpeg,по указу Перм,val
65.jpeg,65_47.jpeg,двевъ наличности бывшiх показана прописных нетъ къ сей ревизской сказке самъ сказко подателъ,val
31.jpeg,31_3.jpeg,попоследней,val
73.jpeg,73_18.jpeg,отлучке,val
57.jpeg,57_15.jpeg,ной отлуч на,val
93.jpeg,93_48.jpeg,1867 года за,val
17.jpeg,17_17.jpeg,чихъ женскаго,val
87.jpeg,87_46.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна и въ наличности быв,val
11.jpeg,11_8.jpeg,зiи состо,val
20.jpeg,20_34.jpeg,дрова,val
25.jpeg,25_5.jpeg,Семьи,val
24.jpeg,24_1.jpeg,Ревизская сказка,val
75.jpeg,75_25.jpeg,Съ которого,val
7.jpeg,7_17.jpeg,выбыло,val
91.jpeg,91_2.jpeg,1867 года октября 5 дня Пермской,val
73.jpeg,73_46.jpeg,Родился 28,val
53.jpeg,53_44.jpeg,"№ 9,824 изъ",val
41.jpeg,41_2.jpeg,померъ,val
31.jpeg,31_27.jpeg,61,val
31.jpeg,31_54.jpeg,Ларiона сынъ Алексей 32,val
21.jpeg,21_8.jpeg,Женский полъ,val
17.jpeg,17_39.jpeg,заниемъ или зачетомъ и которомъ,val
57.jpeg,57_48.jpeg,скихъ заво,val
51.jpeg,51_25.jpeg,Съ которого,val
23.jpeg,23_26.jpeg,26 1/2,val
52.jpeg,52_6.jpeg,Жительство имею,val
67.jpeg,67_8.jpeg,ней ревизiи,val
91.jpeg,91_31.jpeg,№9,val
9.jpeg,9_20.jpeg,выбыло,val
12.jpeg,12_83.jpeg,52,val
77.jpeg,77_17.jpeg,было,val
79.jpeg,79_44.jpeg,2,val
89.jpeg,89_16.jpeg,Матвея Афанасьева Пшеницына побезъ,val
51.jpeg,51_14.jpeg,числа,val
93.jpeg,93_6.jpeg,По последней,val
9.jpeg,9_28.jpeg,Когда,val
67.jpeg,67_15.jpeg,после оной,val
55.jpeg,55_33.jpeg,Итого мужеска одна,val
69.jpeg,69_28.jpeg,именно Лета,val
93.jpeg,93_57.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна и женскаго две и въ на,val
77.jpeg,77_29.jpeg,Лета ревизiи ревизiи Мещане,val
30.jpeg,30_5.jpeg,Крiницына,val
13.jpeg,13_8.jpeg,на,val
27.jpeg,27_3.jpeg,Иргинского завода,val
83.jpeg,83_5.jpeg,Екатеринбурга,val
77.jpeg,77_32.jpeg,Мелетiй Васи писанiю Перм,val
61.jpeg,61_10.jpeg,Во времен Ныне,val
20.jpeg,20_27.jpeg,Тимофей Епифаровъ,val
91.jpeg,91_46.jpeg,Его жена Василиса,val
66.jpeg,66_2.jpeg,Iюня девятнадцатого дня Пермской губернiи,val
28.jpeg,28_23.jpeg,ле,val
17.jpeg,17_14.jpeg,ромъ году ромъ году роиспове въ безвестной,val
79.jpeg,79_34.jpeg,Егора Иванова жена Парас,val
12.jpeg,12_13.jpeg,Имена женъ/дочерей,val
87.jpeg,87_13.jpeg,яло и после оной числа,val
5.jpeg,5_60.jpeg,въ,val
75.jpeg,75_9.jpeg,ревизiи состояло,val
70.jpeg,70_2.jpeg,девятнадцатого дня Пермской губернiи  г Екатерин,val
76.jpeg,76_10.jpeg,квартире,val
71.jpeg,71_39.jpeg,Никиты Иванова жена второго,val
21.jpeg,21_25.jpeg,8,val
37.jpeg,37_7.jpeg,во времен ныне,val
51.jpeg,51_22.jpeg,№9 №10,val
67.jpeg,67_16.jpeg,отлучке лицо,val
12.jpeg,12_77.jpeg,Осипа племянникъ,val
51.jpeg,51_18.jpeg,было,val
17.jpeg,17_16.jpeg,призванiя,val
49.jpeg,49_16.jpeg,было,val
11.jpeg,11_11.jpeg,сле оной,val
38.jpeg,38_17.jpeg,цо,val
60.jpeg,60_0.jpeg,Дополнительная ревизская сказка,val
70.jpeg,70_0.jpeg,Дополнительная ревизская сказка,val
37.jpeg,37_2.jpeg,теринбургского уезда Логиновскй волости,val
29.jpeg,29_4.jpeg,Иргинского завода,val
31.jpeg,31_13.jpeg,было выбыло,val
11.jpeg,11_23.jpeg,33,val
89.jpeg,89_1.jpeg,79,val
51.jpeg,51_49.jpeg,"Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна, и въ наличности бывшiй",val
69.jpeg,69_24.jpeg,Лета,val
82.jpeg,82_7.jpeg,въ городе Екатеринбургъ,val
93.jpeg,93_15.jpeg,Женскiй полъ,val
43.jpeg,43_8.jpeg,и фамилiя родителей и фамилiя воспрiемни Крещения,val
57.jpeg,57_13.jpeg,числа,val
93.jpeg,93_26.jpeg,Съ которого,val
75.jpeg,75_38.jpeg,Эяковскiй зенной Палаты,val
39.jpeg,39_11.jpeg,Семьи,val
358.jpeg,358_5.jpeg,ней реви Изъ того Ныне,val
7.jpeg,7_39.jpeg,40,val
24.jpeg,24_55.jpeg,17 Умеръ въ,val
65.jpeg,65_21.jpeg,ревизiи ревизiи,val
91.jpeg,91_11.jpeg,Семьи Мужскiй полъ,val
23.jpeg,23_17.jpeg,616 660,val
12.jpeg,12_24.jpeg,какихъ летъ,val
87.jpeg,87_43.jpeg,скихъ заводовъ,val
57.jpeg,57_43.jpeg,4 го Декабря,val
17.jpeg,17_36.jpeg,подъ нака ства или наймомъ,val
9.jpeg,9_35.jpeg,реви реви,val
37.jpeg,37_37.jpeg,152,val
79.jpeg,79_8.jpeg,Изъ того Ныне,val
36.jpeg,36_3.jpeg,Вятской губернiи Екатеринбургского уезда Логи,val
34.jpeg,34_1.jpeg,1814,val
358.jpeg,358_14.jpeg,Женскiй полъ,val
73.jpeg,73_20.jpeg,№9,val
33.jpeg,33_25.jpeg,Михаилъ,val
51.jpeg,51_32.jpeg,Мещанки,val
91.jpeg,91_14.jpeg,на,val
43.jpeg,43_18.jpeg,14,val
86.jpeg,86_7.jpeg,яло и после оной,val
93.jpeg,93_28.jpeg,Мещане,val
67.jpeg,67_6.jpeg,Во вре Ныне,val
63.jpeg,63_50.jpeg,Итого Женскаго пола две души,val
86.jpeg,86_6.jpeg,ревизiи состо,val
87.jpeg,87_36.jpeg,ской Казенной Па,val
80.jpeg,80_1.jpeg,Тысяча восемьсотъ Шестьдесятъ седьмого,val
73.jpeg,73_53.jpeg,бургский мещанинъ Алексей Ушаковъ,val
6.jpeg,6_7.jpeg,Мужскiй полъ,val
15.jpeg,15_43.jpeg,5,val
83.jpeg,83_6.jpeg,По последней Изъ того Ныне,val
53.jpeg,53_8.jpeg,Изъ того,val
73.jpeg,73_23.jpeg,Когда,val
67.jpeg,67_55.jpeg,Константинъ 1867 года за,val
38.jpeg,38_19.jpeg,цо,val
23.jpeg,23_24.jpeg,Федоровича сынъ Петръ,val
61.jpeg,61_26.jpeg,Мещане,val
83.jpeg,83_53.jpeg,Екатеринбургкiй мещанинъ Гаврiилъ Ивановъ Гороховъ руку приложилъ,val
63.jpeg,63_17.jpeg,№9,val
67.jpeg,67_12.jpeg,Женскiй полъ,val
88.jpeg,88_5.jpeg,на,val
71.jpeg,71_16.jpeg,Женскiй полъ,val
70.jpeg,70_1.jpeg,Тысяча восемьсотъ шестьдесятъ седьмого года Iюня,val
25.jpeg,25_11.jpeg,ревизiи ревизiи,val
21.jpeg,21_10.jpeg,на,val
57.jpeg,57_32.jpeg,Причислены,val
86.jpeg,86_26.jpeg,Марта 1867года,val
11.jpeg,11_16.jpeg,9 ре 10ре,val
55.jpeg,55_6.jpeg,По последней Изъ того Ныне,val
93.jpeg,93_47.jpeg,Николай,val
51.jpeg,51_27.jpeg,Мещане,val
11.jpeg,11_4.jpeg,Семьи,val
67.jpeg,67_48.jpeg,ты отъ,val
69.jpeg,69_48.jpeg,25,val
24.jpeg,24_24.jpeg,Когда имен,val
55.jpeg,55_14.jpeg,прибыло,val
5.jpeg,5_39.jpeg,1852 году,val
60.jpeg,60_3.jpeg,Екатеринбурга мещанина Владимiра Але,val
53.jpeg,53_46.jpeg,детей,val
86.jpeg,86_3.jpeg,По последней,val
68.jpeg,68_2.jpeg,Iюня девятнадцатого дня Пермской губернiи города,val
35.jpeg,35_2.jpeg,ского округа Кашаровской волости Гороховского общества,val
45.jpeg,45_4.jpeg,на,val
283.jpeg,283_6.jpeg,состоящих душахъ на лицо,val
75.jpeg,75_41.jpeg,отъ 3 мая,val
11.jpeg,11_5.jpeg,Мужскiй  полъ,val
91.jpeg,91_20.jpeg,№9 №10,val
31.jpeg,31_55.jpeg,Ларiона жена Аксинья Борисова,val
53.jpeg,53_1.jpeg,Дополнительная ревизская сказка,val
28.jpeg,28_37.jpeg,Ивана Степанова,val
85.jpeg,85_0.jpeg,Ревизская сказка,val
224.jpeg,224_2.jpeg,года Марта Четвертого дня Пермской,val
86.jpeg,86_27.jpeg,за N2644,val
24.jpeg,24_41.jpeg,595,val
12.jpeg,12_90.jpeg,сынъ,val
49.jpeg,49_17.jpeg,лицо,val
63.jpeg,63_23.jpeg,Лета,val
69.jpeg,69_26.jpeg,№10,val
6.jpeg,6_16.jpeg,зiи,val
83.jpeg,83_35.jpeg,Причисленъ,val
28.jpeg,28_50.jpeg,13,val
21.jpeg,21_6.jpeg,Семьи,val
49.jpeg,49_31.jpeg,Николай Естахieвъ Причисленъ,val
65.jpeg,65_2.jpeg,1867 года Iюня 19 дня Пермской губернiи г,val
15.jpeg,15_12.jpeg,Семьи Мужскiй полъ состояло,val
12.jpeg,12_61.jpeg,руты,val
81.jpeg,81_20.jpeg,№9 №10,val
79.jpeg,79_14.jpeg,ле оной,val
3.jpeg,3_17.jpeg,зiи,val
13.jpeg,13_25.jpeg,Дмитрiя Петрова мать Александра Елисеева,val
86.jpeg,86_20.jpeg,Причисленъ по,val
35.jpeg,35_18.jpeg,Крестьянки,val
9.jpeg,9_38.jpeg,зiи зiи,val
17.jpeg,17_7.jpeg,и пр не  изъемая вновь рожденныхъ ковъ,val
86.jpeg,86_43.jpeg,Губернiи Екатеринбургского Мещанина Мат,val
51.jpeg,51_47.jpeg,ки,test
81.jpeg,81_39.jpeg,за №9867,test
51.jpeg,51_15.jpeg,на,test
49.jpeg,49_4.jpeg,дня Пермской губернiи г. Екатеринбурга,test
9.jpeg,9_44.jpeg,Лукьянова,test
85.jpeg,85_26.jpeg,1864 года за № 8644,test
358.jpeg,358_4.jpeg,По послед,test
87.jpeg,87_14.jpeg,на,test
38.jpeg,38_30.jpeg,рого вре лета,test
25.jpeg,25_12.jpeg,времени,test
358.jpeg,358_2.jpeg,губернiи города Екатеринбурга,test
34.jpeg,34_2.jpeg,43,test
69.jpeg,69_30.jpeg,Мещанки,test
57.jpeg,57_49.jpeg,довъ,test
15.jpeg,15_15.jpeg,отлучке на,test
55.jpeg,55_26.jpeg,Лета,test
49.jpeg,49_34.jpeg,бургскiе мещан,test
24.jpeg,24_31.jpeg,Лета,test
23.jpeg,23_2.jpeg,нiи Красноуфимского завода Верх,test
12.jpeg,12_16.jpeg,году кто имен,test
71.jpeg,71_34.jpeg,зiи,test
63.jpeg,63_39.jpeg,изъ крестьянъ,test
91.jpeg,91_45.jpeg,по предписанiю,test
13.jpeg,13_7.jpeg,ной от,test
88.jpeg,88_3.jpeg,Семьи Женскiй полъ,test
86.jpeg,86_37.jpeg,грамотству его и личной прозбе Ты,test
25.jpeg,25_24.jpeg,Его же дочь Анна,test
75.jpeg,75_8.jpeg,Во временной Ныне,test
81.jpeg,81_45.jpeg,вайцева побезъ грамотству его личной просбе руку приложилъ,test
25.jpeg,25_15.jpeg,653,test
38.jpeg,38_13.jpeg,ной отлу на ли,test
46.jpeg,46_5.jpeg,Составлена февраля 1 дня,test
34.jpeg,34_13.jpeg,фа сынъ Висарiонъ,test
89.jpeg,89_3.jpeg,Екатеринбурга,test
3.jpeg,3_23.jpeg,48,test
24.jpeg,24_58.jpeg,Его же дочь Анна,test
47.jpeg,47_14.jpeg,отлучке лицо,test
23.jpeg,23_4.jpeg,Семьи,test
6.jpeg,6_20.jpeg,Кузнецовъ,test
81.jpeg,81_41.jpeg,1,test
53.jpeg,53_5.jpeg,Екатеринбурга,test
63.jpeg,63_51.jpeg,2,test
25.jpeg,25_26.jpeg,Федора Исакова дочь Елена 18 1/2,test
5.jpeg,5_14.jpeg,во времен ныне,test
87.jpeg,87_29.jpeg,ревизiя ревизiя,test
92.jpeg,92_3.jpeg,нiи Екатеринбургской мещанки вдовы Ольги,test
45.jpeg,45_17.jpeg,Алберта Данилова,test
57.jpeg,57_38.jpeg,Василiя петрова жена Устинья,test
45.jpeg,45_19.jpeg,Анатолiй,test
91.jpeg,91_3.jpeg,1867 года октября 5 дня Пермской,test
93.jpeg,93_52.jpeg,выхъ Екатерин,test
37.jpeg,37_23.jpeg,№9 ре №10 ре,test
28.jpeg,28_0.jpeg,Ревизская сказка,test
20.jpeg,20_21.jpeg,лета,test
15.jpeg,15_33.jpeg,219,test
15.jpeg,15_52.jpeg,17 круты,test
63.jpeg,63_10.jpeg,ревизiи состо,test
5.jpeg,5_45.jpeg,Фаина,train
12.jpeg,12_7.jpeg,визiи не  изъемая вновь рож,test
17.jpeg,17_61.jpeg,Яковлевъ послуга,test
55.jpeg,55_34.jpeg,1,test
28.jpeg,28_28.jpeg,9 реви 10 реви,test
75.jpeg,75_31.jpeg,ревизiи ревизiи,test
35.jpeg,35_26.jpeg,32,test
75.jpeg,75_47.jpeg,рибускiй мещанинъ Николай Яковлевъ Эоковкiй руку приложилъ,test
85.jpeg,85_12.jpeg,№10,test
20.jpeg,20_32.jpeg,46,test
72.jpeg,72_0.jpeg,Дополнительная Ревизская Сказка,test
37.jpeg,37_57.jpeg,3,test
20.jpeg,20_11.jpeg,во времен ныне,test
85.jpeg,85_10.jpeg,выбыло лицо,test
37.jpeg,37_27.jpeg,лета имен лета,test
24.jpeg,24_13.jpeg,и после оной лы выбы,test
53.jpeg,53_36.jpeg,по Указу Пер,test
358.jpeg,358_22.jpeg,рого,test
15.jpeg,15_58.jpeg,20,test
17.jpeg,17_65.jpeg,2,test
90.jpeg,90_0.jpeg,Ревизская сказка,test
37.jpeg,37_41.jpeg,году,test
21.jpeg,21_26.jpeg,Феофонья,test
82.jpeg,82_2.jpeg,года Сентября двенадцатого дня Перм,test
65.jpeg,65_4.jpeg,Екатеринбурга,test
31.jpeg,31_36.jpeg,въ рекрутъ,test
38.jpeg,38_20.jpeg,№9 №10,test
13.jpeg,13_2.jpeg,1858 года февраля 28 дня Вятской губернiи Орловского уезда,test
17.jpeg,17_32.jpeg,рекрутской,test
47.jpeg,47_26.jpeg,3,test
69.jpeg,69_23.jpeg,реви реви Мещане,test
51.jpeg,51_46.jpeg,нильной Фабри,test
59.jpeg,59_21.jpeg,Когда,test
25.jpeg,25_4.jpeg,кого завода,test
5.jpeg,5_61.jpeg,следствiе его прошенiя для представленiя,test
88.jpeg,88_10.jpeg,Мещанки,test
3.jpeg,3_1.jpeg,Ревизская Сказка,test
87.jpeg,87_41.jpeg,стеркихъ детей,test
27.jpeg,27_16.jpeg,ле,test
51.jpeg,51_23.jpeg,Когда,test
12.jpeg,12_82.jpeg,ксандра,test
29.jpeg,29_22.jpeg,19,test
58.jpeg,58_7.jpeg,бурга въ улице Солдатской,test
23.jpeg,23_31.jpeg,1853 году,test
29.jpeg,29_18.jpeg,Ивана Степанова жена,test
106.jpeg,106_24.jpeg,Причисленъ по,test
83.jpeg,83_20.jpeg,№9 №10,test
27.jpeg,27_9.jpeg,и после,test
358.jpeg,358_29.jpeg,именно,test
53.jpeg,53_7.jpeg,ревизiи состо,test
61.jpeg,61_20.jpeg,№10,test
76.jpeg,76_3.jpeg,Пермской губернiи Екатеринбургского,test
